krnr;lfnr;agglvl;name;name_neu;lat;long;lat_median;long_median
1;1;KREISE M.GEMEINDEN >;FRIEDLAND -27/BARTENSTEIN;Prawdinsk;54.4413138;21.0119816;54.4344348;21.0119816
1;2;GEMEINDEN AB 2000 E.;BARTENSTEIN;Bartoszyce;54.2533;20.80806;54.4344348;21.0119816
1;3;GEMEINDEN AB 2000 E.;DOMNAU;Domnowo;54.4275558;20.8269173;54.4344348;21.0119816
1;4;GEMEINDEN AB 2000 E.;FRIEDLAND I. OSTPR.;Prawdinsk;54.4413138;21.0119816;54.4344348;21.0119816
1;5;GEMEINDEN AB 2000 E.;SCHIPPENBEIL;Sepopol;54.2690259;21.0143446;54.4344348;21.0119816
1;6;RESTKREISE (GEM.< 20;REST-FRIEDLAND -27/BARTENSTEIN;Prawdinsk;54.4344348;21.0119816;54.4344348;21.0119816
2;7;KREISE M.GEMEINDEN >;BRAUNSBERG;Braniewo;54.3797128;19.8200536;54.36859525;19.8200536
2;8;GEMEINDEN AB 2000 E.;BRAUNSBERG I. OSTPR.;Braniewo;54.3797128;19.8200536;54.36859525;19.8200536
2;9;GEMEINDEN AB 2000 E.;FRAUENBURG;Frombork;54.3574777;19.6800723;54.36859525;19.8200536
2;10;GEMEINDEN AB 2000 E.;MEHLSACK;Pieniezno;54.236292;20.1285899;54.36859525;19.8200536
2;11;GEMEINDEN AB 2000 E.;WORMDITT;Orneta;54.11538;20.13023;54.36859525;19.8200536
2;12;RESTKREISE (GEM.< 20;REST-BRAUNSBERG;Braniewo;54.36859525;19.8200536;54.36859525;19.8200536
3;13;KREISE M.GEMEINDEN >;ELBING  L;Elblag;54.1560613;19.4044897;54.1560613;19.4044897
3;14;GEMEINDEN AB 2000 E.;TOLKEMIT;Tolkmicko;54.3202047;19.5273042;54.1560613;19.4044897
3;15;RESTKREISE (GEM.< 20;REST-ELBING  L;Elblag;54.1560613;19.4044897;54.1560613;19.4044897
4;16;stadtkreise;ELBING  S;Elblag;54.1560613;19.4044897;54.1560613;19.4044897
5;17;KREISE M.GEMEINDEN >;FISCHHAUSEN;Primorsk, Kaliningrad Oblast;54.733333;20.016667;54.733333;20.016667
5;18;GEMEINDEN AB 2000 E.;FISCHHAUSEN;Primorsk, Kaliningrad Oblast;54.733333;20.016667;54.733333;20.016667
5;19;GEMEINDEN AB 2000 E.;PILLAU;Baltijsk;54.6591222;19.9228947;54.733333;20.016667
5;20;GEMEINDEN AB 2000 E.;CRANZ;Selenogradsk;54.9562342;20.4747023;54.733333;20.016667
5;21;GEMEINDEN AB 2000 E.;PALMNICKEN;Jantarny;54.8703881;19.9426345;54.733333;20.016667
5;22;GEMEINDEN AB 2000 E.;RAUSCHEN;Swetlogorsk;54.9394562;20.1584705;54.733333;20.016667
5;23;RESTKREISE (GEM.< 20;REST-FISCHHAUSEN;Primorsk, Kaliningrad Oblast;54.733333;20.016667;54.733333;20.016667
6;24;KREISE M.GEMEINDEN >;GERDAUEN;Schelesnodoroschny, Oblast Kaliningrad, Russland;54.357088;21.315311;54.357088;21.315311
6;25;GEMEINDEN AB 2000 E.;GERDAUEN;Schelesnodoroschny, Oblast Kaliningrad, Russland;54.357088;21.315311;54.357088;21.315311
6;26;GEMEINDEN AB 2000 E.;NORDENBURG;Krylowo;54.3315025;21.5530848;54.357088;21.315311
6;27;RESTKREISE (GEM.< 20;REST-GERDAUEN;Schelesnodoroschny, Oblast Kaliningrad, Russland;54.357088;21.315311;54.357088;21.315311
7;28;KREISE M.GEMEINDEN >;HEILIGENBEIL;Mamonowo;54.4658152;19.9348453;54.4658152;19.9348453
7;29;GEMEINDEN AB 2000 E.;HEILIGENBEIL;Mamonowo;54.4658152;19.9348453;54.4658152;19.9348453
7;30;GEMEINDEN AB 2000 E.;ZINTEN;Kornewo;54.4486923;20.2971826;54.4658152;19.9348453
7;31;RESTKREISE (GEM.< 20;REST-HEILIGENBEIL;Mamonowo;54.4658152;19.9348453;54.4658152;19.9348453
8;32;KREISE M.GEMEINDEN >;HEILSBERG;Lidzbark Warminski;54.1249116;20.5859507;54.1249116;20.5859507
8;33;GEMEINDEN AB 2000 E.;GUTTSTADT;Dobre Miasto;53.9867;20.39746;54.1249116;20.5859507
8;34;GEMEINDEN AB 2000 E.;HEILSBERG;Lidzbark Warminski;54.1249116;20.5859507;54.1249116;20.5859507
8;35;RESTKREISE (GEM.< 20;REST-HEILSBERG;Lidzbark Warminski;54.1249116;20.5859507;54.1249116;20.5859507
9;36;KREISE M.GEMEINDEN >;KOENIGSBERG (PR) L;Kaliningrad;54.7104264;20.4522144;54.7104264;20.4522144
9;37;GEMEINDEN AB 2000 E.;JUDITTEN;Mendelejewo, Oblast Kaliningrad, Russland;54.7894975;20.7469369;54.7104264;20.4522144
9;38;RESTKREISE (GEM.< 20;REST-KOENIGSBERG (PR) L;Kaliningrad;54.7104264;20.4522144;54.7104264;20.4522144
10;39;stadtkreise;KOENIGSBERG (PR) S;Kaliningrad;54.7104264;20.4522144;54.7104264;20.4522144
11;40;KREISE M.GEMEINDEN >;LABIAU;Polessk;54.8614558;21.1021297;54.8614558;21.1021297
11;41;GEMEINDEN AB 2000 E.;LABIAU;Polessk;54.8614558;21.1021297;54.8614558;21.1021297
11;42;GEMEINDEN AB 2000 E.;MEHLAUKEN;Salessje;54.8413283;21.5178266;54.8614558;21.1021297
11;43;GEMEINDEN AB 2000 E.;NEMONIEN OBF.;Golowkino;54.982192;21.2701502;54.8614558;21.1021297
11;44;RESTKREISE (GEM.< 20;REST-LABIAU;Polessk;54.8614558;21.1021297;54.8614558;21.1021297
12;45;KREISE M.GEMEINDEN >;MOHRUNGEN;Morag;53.9160398;19.9279338;53.9160398;19.9279338
12;46;GEMEINDEN AB 2000 E.;LIEBSTADT;Milakowo;54.0085653;20.0706038;53.9160398;19.9279338
12;47;GEMEINDEN AB 2000 E.;MOHRUNGEN;Morag;53.9160398;19.9279338;53.9160398;19.9279338
12;48;GEMEINDEN AB 2000 E.;SAALFELD I. OSTPR.;Zalewo;53.8458953;19.6034448;53.9160398;19.9279338
12;49;RESTKREISE (GEM.< 20;REST-MOHRUNGEN;Morag;53.9160398;19.9279338;53.9160398;19.9279338
13;50;KREISE M.GEMEINDEN >;PREUSSISCH EYLAU;Bagrationowsk;54.384104;20.6466037;54.384104;20.6466037
13;51;GEMEINDEN AB 2000 E.;LANDSBERG I. OSTPR.;Górowo Ilaweckie;54.28534;20.49296;54.384104;20.6466037
13;52;GEMEINDEN AB 2000 E.;PREUSSISCH EYLAU;Bagrationowsk;54.384104;20.6466037;54.384104;20.6466037
13;53;RESTKREISE (GEM.< 20;REST-PREUSSISCH EYLAU;Bagrationowsk;54.384104;20.6466037;54.384104;20.6466037
14;54;KREISE M.GEMEINDEN >;PREUSSISCH HOLLAND;Paslek;54.0619067;19.6640682;54.0619067;19.6640682
14;55;GEMEINDEN AB 2000 E.;MUEHLHAUSEN I. OSTPR.;Mlynary;54.1863169;19.7204087;54.0619067;19.6640682
14;56;GEMEINDEN AB 2000 E.;PREUSSISCH HOLLAND;Paslek;54.0619067;19.6640682;54.0619067;19.6640682
14;57;RESTKREISE (GEM.< 20;REST-PREUSSISCH HOLLAND;Paslek;54.0619067;19.6640682;54.0619067;19.6640682
15;58;KREISE M.GEMEINDEN >;RASTENBURG;Ketrzyn;54.07657;21.37504;54.07657;21.37504
15;59;GEMEINDEN AB 2000 E.;RASTENBURG;Ketrzyn;54.07657;21.37504;54.07657;21.37504
15;60;GEMEINDEN AB 2000 E.;KORSCHEN;Korsze;54.16967;21.13909;54.07657;21.37504
15;61;RESTKREISE (GEM.< 20;REST-RASTENBURG;Ketrzyn;54.07657;21.37504;54.07657;21.37504
16;62;KREISE M.GEMEINDEN >;WEHLAU;Gwardeisk;54.6521344;21.0670356;54.6521344;21.0670356
16;63;GEMEINDEN AB 2000 E.;TAPIAU;Gwardeisk;54.6521344;21.0670356;54.6521344;21.0670356
16;64;GEMEINDEN AB 2000 E.;WEHLAU;Gwardeisk;54.6521344;21.0670356;54.6521344;21.0670356
16;65;RESTKREISE (GEM.< 20;REST-WEHLAU;Gwardeisk;54.6521344;21.0670356;54.6521344;21.0670356
17;66;KREISE M.GEMEINDEN >;ANGERBURG;Wegorzewo;54.21359;21.7416301;54.21359;21.7416301
17;67;GEMEINDEN AB 2000 E.;ANGERBURG;Wegorzewo;54.21359;21.7416301;54.21359;21.7416301
17;68;RESTKREISE (GEM.< 20;REST-ANGERBURG;Wegorzewo;54.21359;21.7416301;54.21359;21.7416301
18;69;KREISE M.GEMEINDEN >;DARKEHMEN;Osjorsk;54.4;22.016667;54.4;22.016667
18;70;GEMEINDEN AB 2000 E.;DARKEHMEN;Osjorsk;54.4;22.016667;54.4;22.016667
18;71;RESTKREISE (GEM.< 20;REST-DARKEHMEN;Osjorsk;54.4;22.016667;54.4;22.016667
19;72;KREISE M.GEMEINDEN >;GOLDAP;Goldap;54.3069111;22.3034476;54.3069111;22.3034476
19;73;GEMEINDEN AB 2000 E.;GOLDAP;Goldap;54.3069111;22.3034476;54.3069111;22.3034476
19;74;RESTKREISE (GEM.< 20;REST-GOLDAP;Goldap;54.3069111;22.3034476;54.3069111;22.3034476
20;75;KREISE M.GEMEINDEN >;GUMBINNEN;Gussew;54.5890504;22.2032977;54.5890504;22.2032977
20;76;GEMEINDEN AB 2000 E.;GUMBINNEN;Gussew;54.5890504;22.2032977;54.5890504;22.2032977
20;77;RESTKREISE (GEM.< 20;REST-GUMBINNEN;Gussew;54.5890504;22.2032977;54.5890504;22.2032977
21;78;KREISE O.GEMEINDEN >;HEYDEKRUG;Šilute;55.350414;21.4659859;55.350414;21.4659859
22;79;KREISE O.GEMEINDEN >;INSTERBURG L;Chernyakhovsk, Oblast Kaliningrad, Russland;54.6312721;21.8311353;54.6312721;21.8311353
23;80;stadtkreise;INSTERBURG S;Chernyakhovsk, Oblast Kaliningrad, Russland;54.6312721;21.8311353;54.6312721;21.8311353
24;81;KREISE M.GEMEINDEN >;NIEDERUNG;Slavsk, Kaliningrad Oblast, Russia;55.083333;21.666667;55.083333;21.666667
24;82;GEMEINDEN AB 2000 E.;HEINRICHSWALDE;Slavsk, Kaliningrad Oblast, Russia;55.083333;21.666667;55.083333;21.666667
24;83;GEMEINDEN AB 2000 E.;KAUKEHMEN;Jasnoje;55.1686025;21.5377604;55.083333;21.666667
24;84;RESTKREISE (GEM.< 20;REST-NIEDERUNG;Slavsk, Kaliningrad Oblast, Russia;55.083333;21.666667;55.083333;21.666667
25;85;KREISE M.GEMEINDEN >;OLETZKO (-33/TREUBURG);Olecko;54.0337279;22.5069431;54.0337279;22.5069431
25;86;GEMEINDEN AB 2000 E.;MARGGRABOWA (-32,TREUBURG);Olecko;54.0337279;22.5069431;54.0337279;22.5069431
25;87;RESTKREISE (GEM.< 20;REST-OLETZKO (-33/TREUBURG);Olecko;54.0337279;22.5069431;54.0337279;22.5069431
26;88;KREISE M.GEMEINDEN >;PILLKALLEN;Dobrowolsk;54.7712253;22.5008329;54.7712253;22.5008329
26;89;GEMEINDEN AB 2000 E.;PILLKALLEN;Dobrowolsk;54.7712253;22.5008329;54.7712253;22.5008329
26;90;RESTKREISE (GEM.< 20;REST-PILLKALLEN;Dobrowolsk;54.7712253;22.5008329;54.7712253;22.5008329
27;91;KREISE M.GEMEINDEN >;RAGNIT;Neman;55.033333;22.033333;55.033333;22.033333
27;92;GEMEINDEN AB 2000 E.;RAGNIT;Neman;55.033333;22.033333;55.033333;22.033333
27;93;RESTKREISE (GEM.< 20;REST-RAGNIT;Neman;55.033333;22.033333;55.033333;22.033333
28;94;KREISE M.GEMEINDEN >;STALLUPOENEN;Nesterow;54.6305473;22.5691252;54.6305473;22.5691252
28;95;GEMEINDEN AB 2000 E.;EYDTKUHNEN;Tschernyschewskoje;54.6400917;22.7336257;54.6305473;22.5691252
28;96;GEMEINDEN AB 2000 E.;STALLUPOENEN;Nesterow;54.6305473;22.5691252;54.6305473;22.5691252
28;97;RESTKREISE (GEM.< 20;REST-STALLUPOENEN;Nesterow;54.6305473;22.5691252;54.6305473;22.5691252
29;98;KREISE O.GEMEINDEN >;TILSIT  L;Sowetsk;55.0788538;21.8787067;55.0788538;21.8787067
30;99;stadtkreise;TILSIT S;Sowetsk;55.0788538;21.8787067;55.0788538;21.8787067
31;100;KREISE M.GEMEINDEN >;TILSIT-RAGNIT;Sowetsk;55.0788538;21.8787067;55.0788538;21.8787067
31;101;GEMEINDEN AB 2000 E.;RAGNIT;Neman, Oblast Kaliningrad, Russland;55.0276261;22.026889;55.0788538;21.8787067
31;102;RESTKREISE (GEM.< 20;REST-TILSIT-RAGNIT;Sowetsk;55.0788538;21.8787067;55.0788538;21.8787067
32;103;KREISE M.GEMEINDEN >;ALLENSTEIN L;Olsztyn;53.778422;20.4801193;53.778422;20.4801193
32;104;GEMEINDEN AB 2000 E.;WARTENBURG I. OSTPR.;Barczewo;53.82999;20.69058;53.778422;20.4801193
32;105;RESTKREISE (GEM.< 20;REST-ALLENSTEIN L;Olsztyn;53.778422;20.4801193;53.778422;20.4801193
33;106;stadtkreise;ALLENSTEIN S;Olsztyn;53.778422;20.4801193;53.778422;20.4801193
34;107;KREISE M.GEMEINDEN >;JOHANNISBURG;Pisz;53.62894;21.81237;53.62894;21.81237
34;108;GEMEINDEN AB 2000 E.;ARYS;Orzysz;53.80989;21.9473;53.62894;21.81237
34;109;GEMEINDEN AB 2000 E.;BIALLA;Biala Piska;53.6115;22.06311;53.62894;21.81237
34;110;GEMEINDEN AB 2000 E.;JOHANNISBURG;Pisz;53.62894;21.81237;53.62894;21.81237
34;111;RESTKREISE (GEM.< 20;REST-JOHANNISBURG;Pisz;53.62894;21.81237;53.62894;21.81237
35;112;KREISE M.GEMEINDEN >;LOETZEN;Gizycko;54.036405;21.7667341;54.036405;21.7667341
35;113;GEMEINDEN AB 2000 E.;LOETZEN;Gizycko;54.036405;21.7667341;54.036405;21.7667341
35;114;GEMEINDEN AB 2000 E.;RHEIN;Ryn;53.93811;21.54633;54.036405;21.7667341
35;115;RESTKREISE (GEM.< 20;REST-LOETZEN;Gizycko;54.036405;21.7667341;54.036405;21.7667341
36;116;KREISE M.GEMEINDEN >;LYCK;Elk;53.8280529;22.3646629;53.8280529;22.3646629
36;117;GEMEINDEN AB 2000 E.;LYCK;Elk;53.8280529;22.3646629;53.8280529;22.3646629
36;118;GEMEINDEN AB 2000 E.;PROSTKEN;Prostki;53.6985264;22.4329027;53.8280529;22.3646629
36;119;RESTKREISE (GEM.< 20;REST-LYCK;Elk;53.8280529;22.3646629;53.8280529;22.3646629
37;120;KREISE M.GEMEINDEN >;NEIDENBURG;Nidzica;53.360814;20.4274873;53.360814;20.4274873
37;121;GEMEINDEN AB 2000 E.;NEIDENBURG;Nidzica;53.360814;20.4274873;53.360814;20.4274873
37;122;RESTKREISE (GEM.< 20;REST-NEIDENBURG;Nidzica;53.360814;20.4274873;53.360814;20.4274873
38;123;KREISE M.GEMEINDEN >;ORTELSBURG;Szczytno;53.56354;20.99519;53.56354;20.99519
38;124;GEMEINDEN AB 2000 E.;ORTELSBURG;Szczytno;53.56354;20.99519;53.56354;20.99519
38;125;GEMEINDEN AB 2000 E.;PASSENHEIM;Pasym;53.650729;20.7919323;53.56354;20.99519
38;126;GEMEINDEN AB 2000 E.;WILLENBERG;Wielbark;53.3983079;20.9461112;53.56354;20.99519
38;127;RESTKREISE (GEM.< 20;REST-ORTELSBURG;Szczytno;53.56354;20.99519;53.56354;20.99519
39;128;KREISE M.GEMEINDEN >;OSTERODE I. OSTPR.;Ostróda;53.6963007;19.9647952;53.6963007;19.9647952
39;129;GEMEINDEN AB 2000 E.;HOHENSTEIN I. OSTPR.;Olsztynek;53.58244;20.2827;53.6963007;19.9647952
39;130;GEMEINDEN AB 2000 E.;LIEBEMUEHL;Milomlyn;53.764338;19.8380873;53.6963007;19.9647952
39;131;GEMEINDEN AB 2000 E.;OSTERODE I. OSTPR.;Ostróda;53.6963007;19.9647952;53.6963007;19.9647952
39;132;RESTKREISE (GEM.< 20;REST-OSTERODE I. OSTPR.;Ostróda;53.6963007;19.9647952;53.6963007;19.9647952
40;133;KREISE M.GEMEINDEN >;ROESSEL;Biskupiec;53.8626958;20.9547074;53.91911095;20.9547074
40;134;GEMEINDEN AB 2000 E.;BISCHOFSBURG;Biskupiec;53.8626958;20.9547074;53.91911095;20.9547074
40;135;GEMEINDEN AB 2000 E.;BISCHOFSTEIN;Bisztynek;54.0858374;20.9038564;53.91911095;20.9547074
40;136;GEMEINDEN AB 2000 E.;ROESSEL;Reszel;54.0498;21.1458;53.91911095;20.9547074
40;137;GEMEINDEN AB 2000 E.;SEEBURG;Jeziorany;53.9755261;20.7461768;53.91911095;20.9547074
40;138;RESTKREISE (GEM.< 20;REST-ROESSEL;Biskupiec;53.91911095;20.9547074;53.91911095;20.9547074
41;139;KREISE M.GEMEINDEN >;SENSBURG;Mragowo;53.8641596;21.3048734;53.8641596;21.3048734
41;140;GEMEINDEN AB 2000 E.;NIKOLAIKEN;Mikolajki;53.8027021;21.5706044;53.8641596;21.3048734
41;141;GEMEINDEN AB 2000 E.;SENSBURG;Mragowo;53.8641596;21.3048734;53.8641596;21.3048734
41;142;RESTKREISE (GEM.< 20;REST-SENSBURG;Mragowo;53.8641596;21.3048734;53.8641596;21.3048734
42;143;KREISE M.GEMEINDEN >;ELBING L;Elblag;54.1560613;19.4044897;54.1560613;19.4044897
42;144;GEMEINDEN AB 2000 E.;TOLKEMIT;Tolkmicko;54.3202047;19.5273042;54.1560613;19.4044897
42;145;RESTKREISE (GEM.< 20;REST-ELBING L;Elblag;54.1560613;19.4044897;54.1560613;19.4044897
43;146;stadtkreise;ELBING S;Elblag;54.1560613;19.4044897;54.1560613;19.4044897
44;147;KREISE M.GEMEINDEN >;MARIENBURG (WESTPR.);Malbork;54.0361319;19.0379763;54.0361319;19.0379763
44;148;GEMEINDEN AB 2000 E.;MARIENBURG I. WESTPR.;Malbork;54.0361319;19.0379763;54.0361319;19.0379763
44;149;RESTKREISE (GEM.< 20;REST-MARIENBURG (WESTPR.);Malbork;54.0361319;19.0379763;54.0361319;19.0379763
45;150;KREISE M.GEMEINDEN >;MARIENWERDER;Kwidzyn;53.7263529;18.9323043;53.7263529;18.9323043
45;151;GEMEINDEN AB 2000 E.;MARIENWERDER;Kwidzyn;53.7263529;18.9323043;53.7263529;18.9323043
45;152;RESTKREISE (GEM.< 20;REST-MARIENWERDER;Kwidzyn;53.7263529;18.9323043;53.7263529;18.9323043
46;153;KREISE M.GEMEINDEN >;ROSENBERG (WESTPR.);Susz;53.71703;19.33541;53.71703;19.2636541
46;154;GEMEINDEN AB 2000 E.;BISCHOFSWERDER;Biskupiec;53.500556;19.350556;53.71703;19.2636541
46;155;GEMEINDEN AB 2000 E.;DEUTSCH EYLAU;Ilawa;53.5959811;19.5684104;53.71703;19.2636541
46;156;GEMEINDEN AB 2000 E.;FREYSTADT I. WESTPR.;Kisielice;53.6085352;19.2636541;53.71703;19.2636541
46;157;GEMEINDEN AB 2000 E.;RIESENBURG;Prabuty;53.7558642;19.2045339;53.71703;19.2636541
46;158;GEMEINDEN AB 2000 E.;ROSENBERG I. WESTPR.;Prabuty;53.7558642;19.2045339;53.71703;19.2636541
46;159;RESTKREISE (GEM.< 20;REST-ROSENBERG (WESTPR.);Prabuty;53.71703;19.2636541;53.71703;19.2636541
47;160;KREISE M.GEMEINDEN >;STUHM;Sztum;53.9208518;19.0295929;53.9208518;19.0295929
47;161;GEMEINDEN AB 2000 E.;CHRISTBURG;Dzierzgon;53.92148;19.34723;53.9208518;19.0295929
47;162;GEMEINDEN AB 2000 E.;REHHOF;Ryjewo;53.8446847;18.9605242;53.9208518;19.0295929
47;163;GEMEINDEN AB 2000 E.;STUHM;Sztum;53.9208518;19.0295929;53.9208518;19.0295929
47;164;RESTKREISE (GEM.< 20;REST-STUHM;Sztum;53.9208518;19.0295929;53.9208518;19.0295929
48;165;stadtkreise;BERLIN-MITTE BA 1;BERLIN-MITTE, Germany;52.5306438;13.3830683;52.5306438;13.3830683
49;166;stadtkreise;FRIEDRICHSHAIN BA 5 (TEIL);FRIEDRICHSHAIN;52.515919;13.454574;52.515919;13.454574
50;167;stadtkreise;HORST-WESSEL-STADT;FRIEDRICHSHAIN;52.515919;13.454574;52.515919;13.454574
51;168;stadtkreise;KREUZBERG BA 6;KREUZBERG, Berlin, Germany;52.4986049;13.3917987;52.4986049;13.3917987
52;169;stadtkreise;PRENZLAUER BERG BA 4;PRENZLAUER BERG;52.54114;13.44009;52.54114;13.44009
53;170;stadtkreise;TIERGARTEN BA 2;TIERGARTEN, Berlin, Germany;52.5144898;13.3500906;52.5144898;13.3500906
54;171;stadtkreise;WEDDING BA 3;WEDDING, Berlin;52.557237;13.340142;52.557237;13.340142
55;172;stadtkreise;CHARLOTTENBG BA 7 (TEIL);CHARLOTTENBG, Berlin, Germany;52.5166023;13.3041054;52.5166023;13.3041054
56;173;stadtkreise;CHARLOTTENBURG;CHARLOTTENBURG;52.5166023;13.3041054;52.5166023;13.3041054
57;174;stadtkreise;KOEPENICK BA 16   (TEIL);KOEPENICK;52.4383062;13.6057761;52.4383062;13.6057761
58;175;stadtkreise;KOEPENICK;KOEPENICK;52.4383062;13.6057761;52.4383062;13.6057761
59;176;stadtkreise;NEUKOELLN BA 14;NEUKOELLN BA 14;52.4407709;13.4445071;52.4407709;13.4445071
60;177;stadtkreise;SCHOENEBERG BA 11;SCHOENEBERG BA 11;52.4265531;13.3563066;52.4265531;13.3563066
61;178;stadtkreise;SPANDAU BA 8      (TEIL);Spandau, Berlin;52.5351876;13.2002964;52.5351876;13.2002964
62;179;stadtkreise;SPANDAU;SPANDAU;52.5351876;13.2002964;52.5351876;13.2002964
63;180;stadtkreise;STEGLITZ BA 12;STEGLITZ, Berlin, Germany;52.4563661;13.3324966;52.4563661;13.3324966
64;181;stadtkreise;TEMPELHOF BA 13;TEMPELHOF BA 13;52.4265531;13.3563066;52.4265531;13.3563066
65;182;stadtkreise;TREPTOW BA 15  (TEIL);TREPTOW, Berlin, Germany;52.4916602;13.4503591;52.4916602;13.4503591
66;183;stadtkreise;TREPTOW;TREPTOW;52.4916602;13.4503591;52.4916602;13.4503591
67;184;stadtkreise;WILMERSDORF BA 9;WILMERSDORF, Berlin, Germany;52.4926939;13.3232913;52.4926939;13.3232913
68;185;stadtkreise;ZEHLENDORF BA 10;ZEHLENDORF, Berlin, Germany;52.4339586;13.2589088;52.4339586;13.2589088
69;186;stadtkreise;CHARLOTTENBURG  S;CHARLOTTENBURG ;52.5166023;13.3041054;52.5166023;13.3041054
70;187;stadtkreise;BERLIN-SCHOENEBERG  S;BERLIN-SCHOENEBERG ;52.4893436;13.352548;52.4893436;13.352548
71;188;stadtkreise;NEUKOELLN   S;NEUKOELLN  ;52.4407709;13.4445071;52.4407709;13.4445071
72;189;stadtkreise;BERLIN-WILMERSDORF  S;BERLIN-WILMERSDORF ;52.4926939;13.3232913;52.4926939;13.3232913
73;190;KREISE M.GEMEINDEN >;BEESKOW-STORKOW;BEESKOW-STORKOW;52.1506604;14.0915726;52.173734;14.0915726
73;191;GEMEINDEN AB 2000 E.;BEESKOW;BEESKOW;52.173734;14.2465281;52.173734;14.0915726
73;192;GEMEINDEN AB 2000 E.;STORKOW;STORKOW;52.2536713;13.9396311;52.173734;14.0915726
73;193;GEMEINDEN AB 2000 E.;KETSCHENDORF;FUERSTENWALDE SUED;52.340556;14.074444;52.173734;14.0915726
73;194;RESTKREISE (GEM.< 20;REST-BEESKOW-STORKOW;BEESKOW-STORKOW;52.173734;14.0915726;52.173734;14.0915726
74;195;stadtkreise;NOWAWES -S;NOWAWES -S;52.3948928;13.0876648;52.3948928;13.0876648
75;196;KREISE M.GEMEINDEN >;TELTOW;TELTOW;52.3975008;13.2752586;52.41589;13.41976395
75;197;GEMEINDEN AB 2000 E.;MITTENWALDE;MITTENWALDE;52.2653762;13.536654;52.41589;13.41976395
75;198;GEMEINDEN AB 2000 E.;NOWAWES;NOWAWES;52.3948928;13.0876648;52.41589;13.41976395
75;199;GEMEINDEN AB 2000 E.;TELTOW;TELTOW;52.3975008;13.2752586;52.41589;13.41976395
75;200;GEMEINDEN AB 2000 E.;TEUPITZ;TEUPITZ;52.1312874;13.6177814;52.41589;13.41976395
75;201;GEMEINDEN AB 2000 E.;TREBBIN;TREBBIN;52.2180003;13.2249752;52.41589;13.41976395
75;202;GEMEINDEN AB 2000 E.;ZOSSEN;ZOSSEN;52.2169747;13.453792;52.41589;13.41976395
75;203;GEMEINDEN AB 2000 E.;EICHWALDE;EICHWALDE;52.3724995;13.6246217;52.41589;13.41976395
75;204;GEMEINDEN AB 2000 E.;KOENIGS WUSTERHAUSEN;KOENIGS WUSTERHAUSEN;52.2958906;13.6228382;52.41589;13.41976395
75;205;GEMEINDEN AB 2000 E.;WILDAU;WILDAU;52.3260146;13.6265615;52.41589;13.41976395
75;206;GEMEINDEN AB 2000 E.;BOHNSDORF;BOHNSDORF;52.3990007;13.5706371;52.41589;13.41976395
75;207;GEMEINDEN AB 2000 E.;BUCKOW;BUCKOW;52.5663169;14.0735644;52.41589;13.41976395
75;208;GEMEINDEN AB 2000 E.;ZEHRENSDORF;ZEHRENSDORF, ZOSSEN;52.169444;13.511111;52.41589;13.41976395
75;209;GEMEINDEN AB 2000 E.;HOHERLEHME;HOHERLEHME;52.32078;13.5962704;52.41589;13.41976395
75;210;GEMEINDEN AB 2000 E.;GRUENAU;BERLIN-GRUENAU;52.416667;13.566667;52.41589;13.41976395
75;211;GEMEINDEN AB 2000 E.;BERLIN-MARIENFELDE;BERLIN-MARIENFELDE;52.4107352;13.3756523;52.41589;13.41976395
75;212;GEMEINDEN AB 2000 E.;WANNSEE;WANNSEE;52.415113;13.1468678;52.41589;13.41976395
75;213;GEMEINDEN AB 2000 E.;LICHTENRADE;LICHTENRADE;52.3971135;13.3997923;52.41589;13.41976395
75;214;GEMEINDEN AB 2000 E.;ALT GLIENICKE;ALT GLIENICKE;52.4126625;13.5465149;52.41589;13.41976395
75;215;GEMEINDEN AB 2000 E.;JOHANNISTHAL;BERLIN-JOHANNISTHAL;52.443333;13.502222;52.41589;13.41976395
75;216;GEMEINDEN AB 2000 E.;BERLIN-DAHLEM;BERLIN-DAHLEM;52.454918;13.2739434;52.41589;13.41976395
75;217;GEMEINDEN AB 2000 E.;BERLIN-GRUNEWALD;BERLIN-GRUNEWALD;52.4880968;13.2207313;52.41589;13.41976395
75;218;GEMEINDEN AB 2000 E.;BERLIN-NIEDERSCHOENEWEIDE;BERLIN-NIEDERSCHOENEWEIDE;52.4521778;13.5217067;52.41589;13.41976395
75;219;GEMEINDEN AB 2000 E.;BERLIN-SCHMARGENDORF;BERLIN-SCHMARGENDORF;52.4776276;13.2888953;52.41589;13.41976395
75;220;GEMEINDEN AB 2000 E.;BERLIN-LANKWITZ;BERLIN-LANKWITZ;52.4342356;13.3501218;52.41589;13.41976395
75;221;GEMEINDEN AB 2000 E.;ADLERSHOF;ADLERSHOF;52.434879;13.5421149;52.41589;13.41976395
75;222;GEMEINDEN AB 2000 E.;BERLIN-BRITZ;BERLIN-BRITZ;52.4467481;13.4397356;52.41589;13.41976395
75;223;GEMEINDEN AB 2000 E.;ZEHLENDORF;ZEHLENDORF;52.4339586;13.2589088;52.41589;13.41976395
75;224;GEMEINDEN AB 2000 E.;BERLIN-MARIENDORF;BERLIN-MARIENDORF;52.4415349;13.3908148;52.41589;13.41976395
75;225;GEMEINDEN AB 2000 E.;BERLIN-TREPTOW;BERLIN-TREPTOW;52.4916602;13.4503591;52.41589;13.41976395
